status,homepro_name,homepro_brand,homepro_url,homepro_price,expected_twd_name,expected_twd_url,expected_twd_price,matched_twd_name,matched_twd_url,confidence
NOT_FOUND,อะคริลิกกันซึม TOA 201 ROOFSEAL PU HYBRID 4 กก. สีขาว,TOA,https://www.homepro.co.th/p/150695,745.0,อะคริลิคกันรั่วซึมหลังคา TOA รุ่น Roofsea ขนาด 4 กก.สีขาว,https://www.thaiwatsadu.com/th/sku/60009262,638.0,,,0
NOT_FOUND,ประแจอเนกประสงค์ HACHI 9-32 มม.,HACHI,https://www.homepro.co.th/search?q=%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%81%E0%B8%A5%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%97%E0%B8%B2%E0%B8%AA%E0%B8%B5+HACHI+,390.0,อะไหล่ลูกกลิ้งทาสี HACHI ขนาด 4 นิ้ว สีดำ - ส้ม,https://www.thaiwatsadu.com/th/sku/60270102,38.0,,,0
NOT_FOUND,อะไหล่ลูกกลิ้งทาสีขนแกะ SOMIC 4 นิ้ว,SOMIC,https://www.homepro.co.th/p/77646,115.0,อะไหล่ลูกกลิ้งทาสีเคมีขนแกะ SOMIC ขนาด 4 นิ้ว สีขาว,https://www.thaiwatsadu.com/th/sku/60001776,107.0,,,0
NOT_FOUND,อ่างเปลผสมปูนไนลอน W.PLASTIC 220 ลิตร สีฟ้า,W.PLASTIC,https://www.homepro.co.th/p/1126644,690.0,อ่างเปลผสมปูนไนล่อน ช่างมือโปร ขนาด 200 ลิตร สีดำ,https://www.thaiwatsadu.com/th/sku/60192259,590.0,,,0
NOT_FOUND,เกรียงสี่เหลี่ยมขัดมัน PUMPKIN ด้ามดำ,PUMPKIN,https://www.homepro.co.th/p/1120232,90.0,เกรียงสี่เหลี่ยมขัดมัน PUMPKIN รุ่น 28107 ขนาด 10 นิ้ว สีดำ,https://www.thaiwatsadu.com/th/sku/60144160,73.0,,,0
NOT_FOUND,เครื่องฉีดน้ำ PUMPKIN VENICE (INDUCTION MOTOR) 145 บาร์ 1600 วัตต์,PUMPKIN,https://www.homepro.co.th/p/1190051,5290.0,"เครื่องฉีดน้ำแรงดันสูง (Induction Motor) 145 บาร์ 1,600 วัตต์ PUMPKIN รุ่น VENICE (50312)",https://www.thaiwatsadu.com/th/sku/60359583,5290.0,,,0
NOT_FOUND,เครื่องสกัดไฟฟ้า SUMO DM20 1500 วัตต์,SUMO,https://www.homepro.co.th/p/1257710,4690.0,"เครื่องสกัดไฟฟ้า SUMO รุ่น HM617/619/DM20 กำลัง 1,050 วัตต์",https://www.thaiwatsadu.com/sku/60256849,4690.0,,,0
NOT_FOUND,เทปกาวบิทูเมน SISTA 0.1X10 ม. สีดำ,SISTA,https://www.homepro.co.th/p/1058091,599.0,เทปกาวบิทูเมนกันรั่วซึม SISTA รุ่น 1479818 ขนาด 10 ซม. x 10 ม. สีเทา,https://www.thaiwatsadu.com/th/sku/60267484,598.0,,,0
NOT_FOUND,แผ่นเหล็กเพลทเหลี่ยม (เจาะรู 1/2 นิ้ว) BIH 8X8X3/8 นิ้ว,BIH,https://www.homepro.co.th/p/1144492,217.0,เหล็กเพลทสี่เหลี่ยมหนา 6 มม. เจาะรู 3/8 นิ้ว SC ขนาด 8 x 8 นิ้ว,https://www.thaiwatsadu.com/th/sku/60291232,153.0,,,0
NOT_FOUND,ยาแนวโพลีเมอร์อุดรอย SISTA POLYMER SEALANT 290 มล. สีขาว,SISTA,https://www.homepro.co.th/p/1161435,225.0,เอ็มเอสโพลิเมอร์ SISTA รุ่น 1911107 ขนาด 290 มล. สีขาว,https://www.thaiwatsadu.com/th/sku/60325185,218.0,,,0
